end row,INTEGER
end col,INTEGER
css class,STR
preset id,INTEGER
premium,INTEGER
thumbnail,STR
preset data,STR
required plugins,STR
emotion translations,STR
assets imported,INTEGER
hidden,INTEGER
entity id,INTEGER
event,STR
payload,STR
last export,TIME
count articles,INTEGER
format id,INTEGER
last change,TIME
encoding id,INTEGER
active filter,INTEGER
image filter,INTEGER
stockmin filter,INTEGER
instock filter,INTEGER
price filter,FLOAT
own filter,STR
header,STR
body,STR
footer,STR
count filter,INTEGER
multishop id,INTEGER
variant export,INTEGER
cache refreshed,TIME
feed id,INTEGER
export id,INTEGER
comparable,INTEGER
sortmode,INTEGER
value id,INTEGER
filter id,INTEGER
filterable,INTEGER
x type,STR
convert function,STR
cls,STR
value type,STR
help title,STR
display field,STR
value field,STR
sent at,TIME
content text,STR
mail address,STR
log id,INTEGER
contact id,INTEGER
album id,INTEGER
garbage collectable,INTEGER
create thumbnails,INTEGER
thumbnail size,STR
thumbnail high dpi,INTEGER
thumbnail quality,INTEGER
thumbnail high dpi quality,INTEGER
target type,STR
target id,INTEGER
filter string,STR
operation string,STR
items,INTEGER
is favorite,INTEGER
is simple,INTEGER
resource,STR
operations,STR
queue id,INTEGER
detail id,INTEGER
invoice amount,FLOAT
invoice amount net,FLOAT
invoice shipping,FLOAT
invoice shipping net,FLOAT
invoice shipping tax rate,FLOAT
ordertime,TIME
cleared,INTEGER
transaction id,STR
customercomment,STR
internalcomment,STR
net,INTEGER
temporary id,STR
cleareddate,TIME
trackingcode,STR
dispatch id,INTEGER
currency factor,FLOAT
device type,STR
is proportional calculation,INTEGER
articlename,STR
netprice,FLOAT
tax rate,FLOAT
esdarticle,INTEGER
lastviewport,STR
useragent,STR
basket id,INTEGER
signature,STR
basket,STR
ustid,STR
billing id,INTEGER
shipped,INTEGER
shippedgroup,INTEGER
releasedate,TIME
pack unit,STR
article detail i d,INTEGER
doc id,STR
serial id,INTEGER
orderdetails id,INTEGER
previous order status id,INTEGER
order status id,INTEGER
previous payment status id,INTEGER
payment status id,INTEGER
change date,TIME
s unique i d,STR
number,INTEGER
shipping id,INTEGER
banner active,INTEGER
new active,INTEGER
bought active,INTEGER
supplier active,INTEGER
plugin name,STR
complete date,TIME
notes,STR
calculation,INTEGER
surcharge calculation,INTEGER
tax calculation,INTEGER
holiday id,INTEGER
sorting,STR
sorting id,INTEGER
unique key,STR
display in categories,INTEGER
deletable,INTEGER
facet,STR
sortings,STR
field,STR
table id,INTEGER
do not split,INTEGER
keyword id,INTEGER
keyword,STR
soundex,STR
referenz table,STR
foreign key,STR
where,STR
remoteaddr,STR
page,STR
searchterm,STR
results,INTEGER
pageimpressions,INTEGER
uniquevisits,INTEGER
confirmationkey,STR
double optin register,INTEGER
double optin email sent date,TIME
double optin confirm date,TIME
validation,STR
affiliate,INTEGER
paymentpreset,INTEGER
default shipping address id,INTEGER
password change date,TIME
register opt in id,INTEGER
film id,INTEGER
cited paper id,STR
citing paper id,STR
product line,STR
text description,STR
html description,STR
award,STR
lg id,STR
pos,STR
violation type id,STR
risk category,STR
team id,STR
gs,INTEGER
cg,INTEGER
sho,INTEGER
sv,INTEGER
i pouts,INTEGER
er,INTEGER
hr,INTEGER
bb,INTEGER
so,INTEGER
ba opp,INTEGER
era,INTEGER
ibb,INTEGER
wp,INTEGER
hbp,INTEGER
bk,INTEGER
bfp,INTEGER
gf,INTEGER
sh,INTEGER
sf,INTEGER
gidp,INTEGER
datprijeti,TIME
player fifa api id,INTEGER
player api id,INTEGER
overall rating,INTEGER
potential,INTEGER
preferred foot,STR
attacking work rate,STR
defensive work rate,STR
crossing,INTEGER
finishing,INTEGER
heading accuracy,INTEGER
short passing,INTEGER
volleys,INTEGER
dribbling,INTEGER
curve,INTEGER
free kick accuracy,INTEGER
long passing,INTEGER
ball control,INTEGER
s#print speed,INTEGER
agility,INTEGER
reactions,INTEGER
balance,INTEGER
shot power,INTEGER
jumping,INTEGER
stamina,INTEGER
strength,INTEGER
long shots,INTEGER
aggression,INTEGER
interceptions,INTEGER
positioning,INTEGER
vision,INTEGER
penalties,INTEGER
marking,INTEGER
standing tackle,INTEGER
sliding tackle,INTEGER
gk diving,INTEGER
gk handling,INTEGER
gk kicking,INTEGER
gk positioning,INTEGER
gk reflexes,INTEGER
player name,STR
league id,INTEGER
stage,INTEGER
match api id,INTEGER
home team api id,INTEGER
away team api id,INTEGER
home team goal,INTEGER
away team goal,INTEGER
home player x,INTEGER
away player x,INTEGER
home player y,INTEGER
away player y,INTEGER
home player,INTEGER
away player,INTEGER
goal,STR
shoton,STR
shotoff,STR
foulcommit,STR
card,STR
cross,STR
corner,STR
possession,STR
b365h,FLOAT
b365d,FLOAT
b365a,FLOAT
bwh,FLOAT
bwd,FLOAT
bwa,FLOAT
iwh,FLOAT
iwd,FLOAT
iwa,FLOAT
lbh,FLOAT
lbd,FLOAT
lba,FLOAT
psh,FLOAT
psd,FLOAT
psa,FLOAT
whh,FLOAT
whd,FLOAT
wha,FLOAT
sjh,FLOAT
sjd,FLOAT
sja,FLOAT
vch,FLOAT
vcd,FLOAT
vca,FLOAT
gbh,FLOAT
gbd,FLOAT
gba,FLOAT
bsh,FLOAT
bsd,FLOAT
bsa,FLOAT
team api id,INTEGER
team fifa api id,INTEGER
team long name,STR
team short name,STR
build up play speed,INTEGER
build up play speed class,STR
build up play dribbling,INTEGER
build up play dribbling class,STR
build up play passing,INTEGER
build up play passing class,STR
build up play positioning class,STR
chance creation passing,INTEGER
chance creation passing class,STR
chance creation crossing,INTEGER
chance creation crossing class,STR
chance creation shooting,INTEGER
chance creation shooting class,STR
chance creation positioning class,STR
defence pressure,INTEGER
defence pressure class,STR
defence aggression,INTEGER
defence aggression class,STR
defence team width,INTEGER
defence team width class,STR
defence defender line class,STR
payment method,STR
future customer,STR
id hlasovani,INTEGER
turn,INTEGER
id h,STR
date inserted,TIME
insert user id,INTEGER
insert ip address,BINARY
date expires,TIME
activity type id,INTEGER
notify user id,INTEGER
activity user id,INTEGER
regarding user id,INTEGER
photo,STR
headline format,STR
story,STR
format,STR
route,STR
record type,STR
record id,INTEGER
date updated,TIME
notified,INTEGER
emailed,INTEGER
activity comment id,INTEGER
allow comments,INTEGER
show icon,INTEGER
profile headline,STR
full headline,STR
route code,STR
time slot,STR
embed views,INTEGER
attachment id,INTEGER
foreign id,STR
foreign user id,INTEGER
source id,STR
source ur l,STR
update user id,INTEGER
update ip address,BINARY
ban id,INTEGER
parent category id,INTEGER
tree left,INTEGER
tree right,INTEGER
count categories,INTEGER
count discussions,INTEGER
count all discussions,INTEGER
count comments,INTEGER
count all comments,INTEGER
last category id,INTEGER
date marked read,TIME
allow discussions,INTEGER
archived,INTEGER
can delete,INTEGER
url code,STR
permission category id,INTEGER
points category id,INTEGER
hide all discussions,INTEGER
comment id,INTEGER
discussion id,INTEGER
delete user id,INTEGER
flag,INTEGER
conversation id,INTEGER
contributors,STR
first message id,INTEGER
count messages,INTEGER
count participants,INTEGER
last message id,INTEGER
regarding id,INTEGER
message id,INTEGER
first comment id,INTEGER
last comment id,INTEGER
count bookmarks,INTEGER
count views,INTEGER
announce,INTEGER
sink,INTEGER
date last comment,TIME
last comment user id,INTEGER
draft id,INTEGER
invitation id,INTEGER
role i ds,STR
accepted user id,INTEGER
date accepted,TIME
foreign table,STR
image width,INTEGER
image height,INTEGER
thumb width,INTEGER
thumb height,INTEGER
thumb path,STR
allow dismiss,INTEGER
application,STR
method,STR
include subcategories,INTEGER
asset target,STR
permission id,INTEGER
junction table,STR
junction column,STR
junction id,INTEGER
garden. email. view,INTEGER
garden. settings. manage,INTEGER
garden. settings. view,INTEGER
garden. sign in. allow,INTEGER
garden. users. add,INTEGER
garden. users. edit,INTEGER
garden. users. delete,INTEGER
garden. users. approve,INTEGER
garden. activity. delete,INTEGER
garden. activity. view,INTEGER
garden. profiles. view,INTEGER
garden. profiles. edit,INTEGER
garden. curation. manage,INTEGER
garden. moderation. manage,INTEGER
garden. personal info. view,INTEGER
garden. advanced notifications. allow,INTEGER
garden. community. manage,INTEGER
garden. tokens. add,INTEGER
garden. uploads. add,INTEGER
vanilla. tagging. add,INTEGER
conversations. moderation. manage,INTEGER
conversations. conversations. add,INTEGER
vanilla. approval. require,INTEGER
vanilla. comments. me,INTEGER
vanilla. discussions. view,INTEGER
vanilla. discussions. add,INTEGER
vanilla. discussions. edit,INTEGER
vanilla. discussions. announce,INTEGER
vanilla. discussions. sink,INTEGER
vanilla. discussions. close,INTEGER
vanilla. discussions. delete,INTEGER
vanilla. comments. add,INTEGER
vanilla. comments. edit,INTEGER
vanilla. comments. delete,INTEGER
foreign type,STR
original content,STR
parent type,STR
foreign ur l,STR
reports,INTEGER
count spam,INTEGER
count deleted spam,INTEGER
parent tag id,INTEGER
hash method,STR
about,STR
show email,INTEGER
foreign user key,STR
provider key,STR
nonce,STR
authentication key,STR
authentication scheme alias,STR
association secret,STR
association hash method,STR
authenticate url,STR
register url,STR
sign in url,STR
sign out url,STR
password url,STR
profile url,STR
token secret,STR
followed,INTEGER
unfollow,INTEGER
date last viewed,TIME
count read messages,INTEGER
date cleared,TIME
bookmarked,INTEGER
date conversation updated,TIME
dismissed,INTEGER
participated,INTEGER
merge id,INTEGER
old user id,INTEGER
new user id,INTEGER
parent record i d,INTEGER
insert user i d,INTEGER
update user i d,INTEGER
reaction id,INTEGER
reaction owner i d,INTEGER
reaction value,INTEGER
reaction type,STR
acctp key,INTEGER
acctp desc,STR
station nbr,INTEGER
publication id,INTEGER
book id,INTEGER
publication date,STR
issues,FLOAT
writer,STR
product review id,INTEGER
reviewer name,STR
review date,TIME
comments,STR
office code,STR
reports to,INTEGER
forum id,INTEGER
auth option id,INTEGER
auth role id,INTEGER
auth setting,INTEGER
auth option,STR
is global,INTEGER
is local,INTEGER
founder only,INTEGER
role name,STR
role description,STR
role type,STR
role order,INTEGER
attach id,INTEGER
post msg id,INTEGER
topic id,INTEGER
in message,INTEGER
poster id,INTEGER
is orphan,INTEGER
physical filename,STR
real filename,STR
attach comment,STR
filetime,INTEGER
ban userid,INTEGER
ban ip,STR
ban email,STR
ban start,INTEGER
ban end,INTEGER
ban exclude,INTEGER
ban reason,STR
ban give reason,STR
bbcode id,INTEGER
bbcode tag,STR
bbcode helpline,STR
display on posting,INTEGER
bbcode match,STR
bbcode tpl,STR
first pass match,STR
first pass replace,STR
second pass match,STR
second pass replace,STR
bot id,INTEGER
bot active,INTEGER
bot name,STR
bot agent,STR
bot ip,STR
config name,STR
config value,STR
is dynamic,INTEGER
confirm id,STR
confirm type,INTEGER
seed,INTEGER
attempts,INTEGER
disallow id,INTEGER
disallow username,STR
save time,INTEGER
draft subject,STR
draft message,STR
ext name,STR
ext active,INTEGER
ext state,STR
group name,STR
cat id,INTEGER
allow group,INTEGER
download mode,INTEGER
upload icon,STR
max filesize,INTEGER
allowed forums,STR
allow in pm,INTEGER
extension id,INTEGER
left id,INTEGER
right id,INTEGER
forum parents,STR
forum name,STR
forum desc,STR
forum desc bitfield,STR
forum desc options,INTEGER
forum desc uid,STR
forum link,STR
forum password,STR
forum style,INTEGER
forum image,STR
forum rules,STR
forum rules link,STR
forum rules bitfield,STR
forum rules options,INTEGER
forum rules uid,STR
forum topics per page,INTEGER
forum type,INTEGER
forum status,INTEGER
forum last post id,INTEGER
forum last poster id,INTEGER
forum last post subject,STR
forum last post time,INTEGER
forum last poster name,STR
forum last poster colour,STR
forum flags,INTEGER
display on index,INTEGER
enable indexing,INTEGER
enable icons,INTEGER
enable prune,INTEGER
prune next,INTEGER
prune days,INTEGER
prune viewed,INTEGER
prune freq,INTEGER
display subforum list,INTEGER
forum options,INTEGER
enable shadow prune,INTEGER
prune shadow days,INTEGER
prune shadow freq,INTEGER
prune shadow next,INTEGER
forum posts approved,INTEGER
forum posts unapproved,INTEGER
forum posts softdeleted,INTEGER
forum topics approved,INTEGER
forum topics unapproved,INTEGER
forum topics softdeleted,INTEGER
mark time,INTEGER
notify status,INTEGER
group type,INTEGER
group founder manage,INTEGER
group skip auth,INTEGER
group desc,STR
group desc bitfield,STR
group desc options,INTEGER
group desc uid,STR
group display,INTEGER
group avatar,STR
group avatar type,STR
group avatar width,INTEGER
group avatar height,INTEGER
group rank,INTEGER
group colour,STR
group sig chars,INTEGER
group receive pm,INTEGER
group message limit,INTEGER
group legend,INTEGER
group max recipients,INTEGER
icons id,INTEGER
icons url,STR
icons width,INTEGER
icons height,INTEGER
icons alt,STR
icons order,INTEGER
lang id,INTEGER
lang iso,STR
lang dir,STR
lang english name,STR
lang local name,STR
lang author,STR
log type,INTEGER
post id,INTEGER
reportee id,INTEGER
log ip,STR
log time,INTEGER
log operation,STR
log data,STR
attempt ip,STR
attempt browser,STR
attempt forwarded for,STR
attempt time,INTEGER
username clean,STR
migration name,STR
migration depends on,STR
migration schema done,INTEGER
migration data done,INTEGER
migration data state,STR
migration start time,INTEGER
migration end time,INTEGER
module id,INTEGER
module enabled,INTEGER
module display,INTEGER
module basename,STR
module class,STR
module langname,STR
module mode,STR
module auth,STR
notification type id,INTEGER
notification type name,STR
notification type enabled,INTEGER
item id,INTEGER
item parent id,INTEGER
notification read,INTEGER
notification time,INTEGER
notification data,STR
oauth provider id,STR
oauth state,STR
oauth token,STR
poll option id,INTEGER
poll option text,STR
poll option total,INTEGER
vote user id,INTEGER
vote user ip,STR
icon id,INTEGER
poster ip,STR
post time,INTEGER
post reported,INTEGER
enable bbcode,INTEGER
enable smilies,INTEGER
enable magic url,INTEGER
enable sig,INTEGER
post username,STR
post subject,STR
post text,STR
post checksum,STR
post attachment,INTEGER
bbcode bitfield,STR
bbcode uid,STR
post postcount,INTEGER
post edit time,INTEGER
post edit reason,STR
post edit user,INTEGER
post edit count,INTEGER
post edit locked,INTEGER
post visibility,INTEGER
post delete time,INTEGER
post delete reason,STR
post delete user,INTEGER
msg id,INTEGER
root level,INTEGER
author ip,STR
message time,INTEGER
message subject,STR
message text,STR
message edit reason,STR
message edit user,INTEGER
message attachment,INTEGER
message edit time,INTEGER
message edit count,INTEGER
to address,STR
bcc address,STR
message reported,INTEGER
folder id,INTEGER
folder name,STR
pm count,INTEGER
rule id,INTEGER
rule check,INTEGER
rule connection,INTEGER
rule string,STR
rule user id,INTEGER
rule group id,INTEGER
rule action,INTEGER
rule folder id,INTEGER
pm deleted,INTEGER
pm new,INTEGER
pm unread,INTEGER
pm replied,INTEGER
pm marked,INTEGER
pm forwarded,INTEGER
field name,STR
field type,STR
field ident,STR
field length,STR
field minlen,STR
field maxlen,STR
field novalue,STR
field default value,STR
field validation,STR
field required,INTEGER
field show on reg,INTEGER
field hide,INTEGER
field no view,INTEGER
field active,INTEGER
field order,INTEGER
field show profile,INTEGER
field show on vt,INTEGER
field show novalue,INTEGER
field show on pm,INTEGER
field show on ml,INTEGER
field is contact,INTEGER
field contact desc,STR
field contact url,STR
pf phpbb interests,STR
pf phpbb occupation,STR
pf phpbb facebook,STR
pf phpbb googleplus,STR
pf phpbb icq,STR
pf phpbb location,STR
pf phpbb skype,STR
pf phpbb twitter,STR
pf phpbb website,STR
pf phpbb yahoo,STR
pf phpbb youtube,STR
pf phpbb aol,STR
lang value,STR
lang name,STR
lang explain,STR
lang default value,STR
rank id,INTEGER
rank title,STR
rank min,INTEGER
rank special,INTEGER
rank image,STR
report id,INTEGER
reason id,INTEGER
user notify,INTEGER
report closed,INTEGER
report time,INTEGER
report text,STR
pm id,INTEGER
reported post enable bbcode,INTEGER
reported post enable smilies,INTEGER
reported post enable magic url,INTEGER
reported post text,STR
reported post uid,STR
reported post bitfield,STR
reason title,STR
reason description,STR
reason order,INTEGER
search key,STR
search time,INTEGER
search keywords,STR
search authors,STR
word id,INTEGER
word text,STR
word common,INTEGER
title match,INTEGER
session user id,INTEGER
session last visit,INTEGER
session start,INTEGER
session time,INTEGER
session ip,STR
session browser,STR
session forwarded for,STR
session page,STR
session viewonline,INTEGER
session autologin,INTEGER
session admin,INTEGER
session forum id,INTEGER
key id,STR
last ip,STR
site id,INTEGER
site ip,STR
site hostname,STR
ip exclude,INTEGER
smiley id,INTEGER
smiley url,STR
smiley width,INTEGER
smiley height,INTEGER
smiley order,INTEGER
style id,INTEGER
style name,STR
style copyright,STR
style active,INTEGER
style path,STR
style parent id,INTEGER
style parent tree,STR
teampage id,INTEGER
teampage name,STR
teampage position,INTEGER
teampage parent,INTEGER
topic attachment,INTEGER
topic reported,INTEGER
topic title,STR
topic poster,INTEGER
topic time,INTEGER
topic time limit,INTEGER
topic views,INTEGER
topic status,INTEGER
topic type,INTEGER
topic first post id,INTEGER
topic first poster name,STR
topic first poster colour,STR
